Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Score	Ortholog count	Ortholog Group
TGGT1_200440	TGGT1_200440-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:6,859,541..6,863,421(+)	hypothetical protein	5.589	18	OG6_491722
TGGT1_200450	TGGT1_200450-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:6,865,971..6,873,462(-)	hypothetical protein	5.589	17	OG6_491499
TGGT1_200460	TGGT1_200460-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:6,876,799..6,882,770(-)	hypothetical protein	5.589	34	OG6_158728
TGGT1_200470	TGGT1_200470-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:6,885,827..6,889,645(+)	hypothetical protein	5.589	20	OG6_101441
TGGT1_200480	TGGT1_200480-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIII:6,893,257..6,894,095(+)	Toxoplasma gondii family B protein	21.5	270	OG6_115507
TGGT1_200590	TGGT1_200590-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:9,676..11,892(-)	Toxoplasma gondii family C protein	21.09	173	OG6_118713
TGGT1_200595	TGGT1_200595-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:14,339..17,012(-)	hypothetical protein	5.589	16	OG6_490846
TGGT1_200600	TGGT1_200600-t26_1	Toxoplasma gondii GT1	TGGT1_chrX:17,511..17,930(+)	hypothetical protein	5.589	4	OG6_490684
TGGT1_200700	TGGT1_200700-t26_1	Toxoplasma gondii GT1	AAQM03000363:333..935(-)	Toxoplasma gondii family C protein	21.09	173	OG6_118713
TGGT1_201100	TGGT1_201100-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,944,212..3,944,922(-)	hypothetical protein	5.589	2	OG6r14_146275
TGGT1_201110	TGGT1_201110-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,940,968..3,942,885(-)	hypothetical protein	5.589	21	OG6_151672
TGGT1_201120	TGGT1_201120-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,930,598..3,938,731(+)	ELMO/CED-12 family protein	5.589	57	OG6_102238
TGGT1_201130	TGGT1_201130-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,922,773..3,926,189(+)	rhoptry kinase family protein ROP33	5.589	21	OG6_490228
TGGT1_201140	TGGT1_201140-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,909,741..3,917,284(+)	hypothetical protein	5.589	21	OG6_490170
TGGT1_201150	TGGT1_201150-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,895,489..3,905,933(+)	heavy metal translocating P-type ATPase subfamily protein	5.589	53	OG6_100289
TGGT1_201160	TGGT1_201160-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,894,262..3,894,831(-)	hypothetical protein	5.589	14	OG6_489387
TGGT1_201170	TGGT1_201170-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,892,305..3,893,831(-)	hypothetical protein	5.589	22	OG6_489941
TGGT1_201180A	TGGT1_201180A-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,887,165..3,889,485(-)	hypothetical protein	5.589	23	OG6_491224
TGGT1_201180B	TGGT1_201180B-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,885,819..3,886,928(-)	hypothetical protein	5.589	23	OG6_491224
TGGT1_201190	TGGT1_201190-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,881,947..3,882,306(+)	hypothetical protein	5.589	14	OG6_492033
TGGT1_201200	TGGT1_201200-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,878,045..3,881,453(+)	zinc finger (CCCH type) motif-containing protein	5.589	29	OG6_119550
TGGT1_201210	TGGT1_201210-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,874,191..3,877,048(-)	hypothetical protein	5.589	21	OG6_491841
TGGT1_201220	TGGT1_201220-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,861,879..3,870,483(-)	zinc finger protein	5.589	93	OG6_105580
TGGT1_201230	TGGT1_201230-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,853,006..3,860,259(+)	kinesin motor domain-containing protein	5.589	19	OG6_491046
TGGT1_201240	TGGT1_201240-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,848,728..3,850,771(-)	hypothetical protein	5.589	18	OG6_490659
TGGT1_201250	TGGT1_201250-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,839,435..3,846,508(+)	putative histone lysine methyltransferase, SET	5.589	30	OG6_489315
TGGT1_201260	TGGT1_201260-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,829,167..3,834,859(-)	sugar transporter ST3	5.589	24	OG6_186227
TGGT1_201270	TGGT1_201270-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,819,439..3,825,216(-)	hypothetical protein	5.589	19	OG6_491425
TGGT1_201380	TGGT1_201380-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,812,592..3,817,565(+)	putative chorismate synthase	5.589	30	OG6_102633
TGGT1_201390	TGGT1_201390-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,811,236..3,811,562(-)	hypothetical protein	5.589	17	OG6_489809
TGGT1_201400	TGGT1_201400-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,801,972..3,807,611(-)	Sin3-associated polypeptide SAP18	5.589	28	OG6_103126
TGGT1_201520	TGGT1_201520-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,796,769..3,798,550(+)	protein phosphatase 2C domain-containing protein	5.589	62	OG6_126697
TGGT1_201630A	TGGT1_201630A-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,786,202..3,788,119(+)	protein phosphatase 2C domain-containing protein	5.589	62	OG6_126697
TGGT1_201630B	TGGT1_201630B-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,789,333..3,791,056(+)	protein phosphatase 2C domain-containing protein	5.589	62	OG6_126697
TGGT1_201640	TGGT1_201640-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,779,986..3,783,753(-)	hypothetical protein	5.589	17	OG6_491723
TGGT1_201650	TGGT1_201650-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,775,329..3,779,892(-)	hypothetical protein	5.589	16	OG6_491077
TGGT1_201660	TGGT1_201660-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,769,396..3,771,162(-)	hypothetical protein	5.589	18	OG6_490047
TGGT1_201670	TGGT1_201670-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,765,039..3,767,855(+)	DnaJ domain-containing protein	5.589	18	OG6_490899
TGGT1_201680	TGGT1_201680-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,754,116..3,762,345(+)	putative eukaryotic initiation factor-3 subunit 10	5.589	44	OG6_102668
TGGT1_201690	TGGT1_201690-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,746,817..3,749,321(-)	BT1 family protein	5.589	18	OG6_490163
TGGT1_201700	TGGT1_201700-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,740,764..3,744,193(-)	WD domain, G-beta repeat-containing protein	5.589	29	OG6_101941
TGGT1_201710	TGGT1_201710-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,734,491..3,738,475(+)	WD domain, G-beta repeat-containing protein	5.589	35	OG6_102033
TGGT1_201720	TGGT1_201720-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,730,108..3,733,136(-)	putative protein c9orf32	5.589	26	OG6_102160
TGGT1_201730	TGGT1_201730-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,727,899..3,728,519(+)	hypothetical protein	5.589	15	OG6_490615
TGGT1_201740	TGGT1_201740-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,726,187..3,727,509(+)	hypothetical protein	5.589	23	OG6_222912
TGGT1_201750	TGGT1_201750-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,722,498..3,722,869(+)	Tctex-1 family protein	5.589	51	OG6_101459
TGGT1_201760	TGGT1_201760-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,716,556..3,719,107(+)	hypothetical protein	5.589	21	OG6_222911
TGGT1_201770	TGGT1_201770-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,702,948..3,713,888(+)	putative cullin 3	5.589	42	OG6_102066
TGGT1_201775	TGGT1_201775-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,698,371..3,699,048(+)	hypothetical protein	5.589	14	OG6_492363
TGGT1_201780	TGGT1_201780-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,693,727..3,696,991(-)	microneme protein MIC2	11.23	38	OG6_106501
TGGT1_201785	TGGT1_201785-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,691,608..3,692,619(-)	hypothetical protein	5.589	14	OG6_490927
TGGT1_201790	TGGT1_201790-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,683,201..3,688,810(-)	FHA domain-containing protein	5.589	30	OG6_102703
TGGT1_201800	TGGT1_201800-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,679,021..3,681,115(+)	hypothetical protein	5.589	31	OG6_139438
TGGT1_201810	TGGT1_201810-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,676,601..3,677,629(-)	hypothetical protein	5.589	16	OG6_491316
TGGT1_201820	TGGT1_201820-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,663,089..3,672,284(+)	hypothetical protein	5.589	31	OG6_146129
TGGT1_201830	TGGT1_201830-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,656,138..3,658,465(+)	ribosomal protein L37	5.589	24	OG6_145389
TGGT1_201840	TGGT1_201840-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,648,103..3,654,235(+)	aspartyl protease ASP1	5.589	56	OG6_100536
TGGT1_201850	TGGT1_201850-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,643,895..3,645,256(-)	WD domain, G-beta repeat-containing protein	5.589	27	OG6_102912
TGGT1_201860	TGGT1_201860-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,641,110..3,642,246(-)	hypothetical protein	5.589	26	OG6_179540
TGGT1_201870	TGGT1_201870-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,632,076..3,640,290(+)	tetratricopeptide repeat-containing protein	5.589	20	OG6_142847
TGGT1_201880	TGGT1_201880-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,628,377..3,629,768(+)	hypothetical protein	5.589	26	OG6_139435
TGGT1_201890	TGGT1_201890-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,624,430..3,625,785(+)	MORN repeat-containing protein	5.589	17	OG6_132287
TGGT1_201895	TGGT1_201895-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,623,117..3,623,731(+)	hypothetical protein	5.589	12	OG6_489658
TGGT1_201900	TGGT1_201900-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,613,323..3,619,398(-)	hypothetical protein	5.589	24	OG6_171409
TGGT1_202010	TGGT1_202010-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,608,764..3,611,773(+)	hypothetical protein	5.589	17	OG6_490699
TGGT1_202020	TGGT1_202020-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,599,861..3,606,124(+)	DnAK-TPR	5.589	23	OG6_223014
TGGT1_202025	TGGT1_202025-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,588,454..3,593,652(-)	hypothetical protein	5.589	15	OG6_489533
TGGT1_202030	TGGT1_202030-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,579,004..3,587,423(-)	hypothetical protein	5.589	18	OG6_491966
TGGT1_202040	TGGT1_202040-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,569,120..3,576,141(+)	hypothetical protein	5.589	24	OG6_134647
TGGT1_202050	TGGT1_202050-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,566,154..3,567,069(-)	hypothetical protein	5.589	18	OG6_489310
TGGT1_202065	TGGT1_202065-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,564,550..3,565,168(+)	hypothetical protein	5.589	13	OG6_491883
TGGT1_202070	TGGT1_202070-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,530,277..3,562,515(-)	hypothetical protein	5.589	4	OG6r14_119473
TGGT1_202080	TGGT1_202080-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,519,526..3,529,057(+)	hypothetical protein	5.589	19	OG6_491401
TGGT1_202090	TGGT1_202090-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,515,514..3,516,110(-)	hypothetical protein	5.589	19	OG6_491636
TGGT1_202100	TGGT1_202100-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,513,343..3,514,631(-)	hypothetical protein	5.589	19	OG6_492283
TGGT1_202110	TGGT1_202110-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,510,080..3,510,946(-)	hypothetical protein	5.589	17	OG6_489648
TGGT1_202120	TGGT1_202120-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,483,252..3,507,091(-)	hypothetical protein	5.589	65	OG6_130917
TGGT1_202140	TGGT1_202140-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,477,952..3,480,356(-)	enoyl-CoA hydratase/isomerase family protein	5.589	19	OG6_171928
TGGT1_202160	TGGT1_202160-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,466,717..3,476,341(+)	ABC1 family protein	5.589	32	OG6_173494
TGGT1_202170	TGGT1_202170-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,458,243..3,466,338(-)	hypothetical protein	5.589	40	OG6_489543
TGGT1_202180	TGGT1_202180-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,445,702..3,453,333(+)	hypothetical protein	5.589	37	OG6_151540
TGGT1_202190	TGGT1_202190-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,433,795..3,441,702(-)	hypothetical protein	5.589	24	OG6_206222
TGGT1_202200	TGGT1_202200-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,420,532..3,424,661(-)	hypothetical protein	5.589	26	OG6_489357
TGGT1_202205	TGGT1_202205-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,418,840..3,419,590(-)	hypothetical protein	5.589	17	OG6_491346
TGGT1_202210	TGGT1_202210-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,415,915..3,418,064(-)	nucleoside diphosphate kinase	5.589	31	OG6_104217
TGGT1_202220	TGGT1_202220-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,407,698..3,411,144(-)	hypothetical protein	5.589	18	OG6_490471
TGGT1_202230	TGGT1_202230-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,396,640..3,405,849(+)	histone deacetylase HDAC5	5.589	33	OG6_114105
TGGT1_202240	TGGT1_202240-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,386,503..3,393,972(-)	RAP domain-containing protein	5.589	19	OG6_489352
TGGT1_202250	TGGT1_202250-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,377,943..3,384,690(+)	hypothetical protein	5.589	20	OG6_491280
TGGT1_202255	TGGT1_202255-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,373,511..3,376,371(-)	hypothetical protein	5.589	17	OG6_489593
TGGT1_202260	TGGT1_202260-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,365,269..3,367,535(-)	hypothetical protein	5.589	20	OG6_177152
TGGT1_202280	TGGT1_202280-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,345,374..3,361,640(-)	WD domain, G-beta repeat-containing protein	5.589	33	OG6_106699
TGGT1_202285	TGGT1_202285-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,342,692..3,344,438(+)	EGF family domain-containing protein	5.589	19	OG6_132246
TGGT1_202290	TGGT1_202290-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,337,171..3,338,628(-)	putative membrane protein	5.589	51	OG6_130935
TGGT1_202300	TGGT1_202300-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,332,319..3,335,586(+)	putative inosine triphosphate pyrophosphatase	5.589	31	OG6_100769
TGGT1_202310	TGGT1_202310-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,327,812..3,330,409(+)	O-sialoglycoprotein endopeptidase	5.589	50	OG6_100288
TGGT1_202340	TGGT1_202340-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,312,934..3,317,067(+)	proline dehydrogenase	5.589	25	OG6_101295
TGGT1_202350	TGGT1_202350-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,302,662..3,310,578(+)	putative 50S ribosomal protein L21	5.589	66	OG6_101040
TGGT1_202360	TGGT1_202360-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,293,425..3,300,114(+)	putative methylase	5.589	28	OG6_103169
TGGT1_202370	TGGT1_202370-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,284,056..3,290,078(+)	putative T-complex protein 1, epsilon subunit (TCP-1-epsilon)	5.589	73	OG6_100235
TGGT1_202375	TGGT1_202375-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,279,013..3,279,672(-)	hypothetical protein	5.589	13	OG6_490488
TGGT1_202380	TGGT1_202380-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,266,429..3,273,830(+)	putative rab GDI alpha	5.589	34	OG6_100967
TGGT1_202390	TGGT1_202390-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,261,261..3,263,894(-)	S15 sporozoite-expressed protein	5.589	19	OG6_215374
TGGT1_202400	TGGT1_202400-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,253,323..3,259,001(+)	calcium binding egf domain-containing protein	5.589	27	OG6_174055
TGGT1_202410	TGGT1_202410-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,240,895..3,248,510(+)	hypothetical protein	5.589	72	OG6_132275
TGGT1_202420	TGGT1_202420-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,236,336..3,238,000(+)	hypothetical protein	5.589	19	OG6_490057
TGGT1_202430	TGGT1_202430-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,230,008..3,232,751(-)	hypothetical protein	5.589	17	OG6_489805
TGGT1_202440	TGGT1_202440-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,225,481..3,228,236(+)	hypothetical protein	5.589	33	OG6_134715
TGGT1_202445	TGGT1_202445-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,223,038..3,224,067(-)	hypothetical protein	5.589	13	OG6_489379
TGGT1_202450	TGGT1_202450-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,220,072..3,221,229(-)	hypothetical protein	5.589	19	OG6_179347
TGGT1_202460	TGGT1_202460-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,208,196..3,216,030(-)	diacylglycerol kinase accessory domain (presumed) domain-containing protein	5.589	48	OG6_117937
TGGT1_202470	TGGT1_202470-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,201,329..3,205,558(+)	rRNA metabolism protein, SBDS family protein	5.589	37	OG6_101125
TGGT1_202480	TGGT1_202480-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,195,653..3,198,003(+)	hypothetical protein	5.589	20	OG6_201691
TGGT1_202490	TGGT1_202490-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,177,832..3,190,947(-)	AP2 domain transcription factor AP2VIIa-7	5.589	26	OG6_112057
TGGT1_202500	TGGT1_202500-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,172,046..3,174,108(-)	GAPM1a	5.589	66	OG6_130918
TGGT1_202510	TGGT1_202510-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,166,148..3,168,316(-)	multi-pass transmembrane protein	5.589	66	OG6_130918
TGGT1_202520	TGGT1_202520-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,160,505..3,164,139(+)	hypothetical protein	5.589	18	OG6_224181
TGGT1_202530	TGGT1_202530-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,153,086..3,158,845(-)	aspartate-tRNA ligase	5.589	33	OG6_100778
TGGT1_202540	TGGT1_202540-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,136,489..3,147,196(-)	3'5'-cyclic nucleotide phosphodiesterase domain-containing protein	5.589	77	OG6_103870
TGGT1_202550	TGGT1_202550-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,125,453..3,133,382(+)	NLI interacting factor family phosphatase	5.589	18	OG6_490150
TGGT1_202568	TGGT1_202568-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,117,710..3,119,010(-)	hypothetical protein	5.589	25	OG6_101764
TGGT1_202572	TGGT1_202572-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,106,718..3,115,241(-)	ribophorin i protein	5.589	41	OG6_102688
TGGT1_202580	TGGT1_202580-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,089,485..3,103,033(+)	ATPase, AAA family protein	5.589	138	OG6_100223
TGGT1_202590	TGGT1_202590-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,082,676..3,086,537(+)	hypothetical protein	5.589	32	OG6_108194
TGGT1_202600	TGGT1_202600-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,081,193..3,081,573(-)	hypothetical protein	5.589	15	OG6_489803
TGGT1_202610	TGGT1_202610-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,070,309..3,077,880(+)	protein phosphatase 2C domain-containing protein	5.589	21	OG6_489333
TGGT1_202620	TGGT1_202620-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,063,678..3,064,673(-)	hypothetical protein	5.589	20	OG6_489887
TGGT1_202630	TGGT1_202630-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,049,109..3,060,691(-)	ATP-dependent metallopeptidase HflB subfamily protein	5.589	47	OG6_100384
TGGT1_202640	TGGT1_202640-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,037,752..3,047,968(+)	RNA pseudouridine synthase superfamily protein	5.589	139	OG6_100211
TGGT1_202650	TGGT1_202650-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,020,355..3,032,640(+)	hypothetical protein	5.589	51	OG6_137363
TGGT1_202680	TGGT1_202680-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,006,392..3,012,675(-)	putative peptidase M16, alpha subunit	5.589	31	OG6_102381
TGGT1_202690	TGGT1_202690-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:3,001,544..3,004,286(+)	DNA-directed RNA polymerase II RPB9	5.589	31	OG6_102455
TGGT1_202700	TGGT1_202700-t26_1	Toxoplasma gondii GT1	TGGT1_chrVIIa:2,994,345..2,999,187(-)	hypothetical protein	5.589	21	OG6_490822
